lot_no,artist,title,year_birth,year_death,price_sold,estimate,signature,medium,dim_0,dim_1,year_creation,provenence,image_url
501,Henri Le Sidaner,Roses,1862,1939,"USD 21,250","USD 20,000 - USD 30,000",signed 'Le Sidaner' (lower left),oil on board,46.1,38.4,Painted   circa  1930,"
    Anon. sale, Sotheby & Co., London, 8 December 1966, lot 47.
    
    Piccadilly Gallery, London (acquired at the above sale).
    
    Galleries Maurice Sternberg, Chicago.
    
    Anon. sale, Sotheby & Co., London, 2 July 1969, lot 154.
    
    Private collection; sale, Sotheby's, New York, 23 February 2000, lot 26.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0501_000(henri_le_sidaner_roses).jpg?w=400
521,Henri Martin,Le pont de Labastide-du-Vert en hiver,1860,1943,"USD 93,750","USD 100,000 - USD 150,000",signed 'Henri Martin.' (lower right),oil on canvas,57,100.2,N.A.,"
    Maison Bernard, Galería de Arte S.R.L., Caracas.
    
    Acquired from the above by the family of the present owner, February 1976.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0521_000(henri_martin_le_pont_de_labastide-du-vert_en_hiver).jpg?w=400
464,Bernard Buffet,Les bords du Morin,1928,1999,"USD 93,750","USD 50,000 - USD 70,000",signed and dated 'Bernard Buffet 62' (upper left); titled and inscribed 'Les Bords du Morin France' (on the reverse),oil on canvas,81,100,Painted in 1962,"
    Galerie E. David et M. Garnier, Paris.
    
    Mr. and Mrs. W.W. Crocker, Burlingame, California.
    
    Sarah Coleman, Pebble Beach (by descent from the above).
    
    By descent from the above to the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0464_000(bernard_buffet_les_bords_du_morin).jpg?w=400
537,Alexander Archipenko,Gold and Black,1887,1964,"USD 25,000","USD 20,000 - USD 30,000",signed and numbered 'Archipenko 1' (on the back),bronze with gold and black patina,16.2,N.A.,Conceived and cast in 1957,"
    Perls Galleries, New York.
    
    Acquired from the above by the present owner, 1957.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0537_000(alexander_archipenko_gold_and_black).jpg?w=400
472,Henry Moore,Maquette for Two Piece Reclining Figure No. 1,1898,1986,"USD 37,500","USD 30,000 - USD 50,000","signed, numbered and stamped with foundry mark 'Moore 1/7 NOACK BERLIN' (on the back of the base)",bronze with brown patina,15.5,N.A.,Conceived in 1959,"
    Acquired from the artist by the late owner, July 1974.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0472_000(henry_moore_maquette_for_two_piece_reclining_figure_no_1).jpg?w=400
327,Moïse Kisling,Nu allongé sur un canapé bleu,1891,1953,"USD 510,500","USD 200,000 - USD 300,000",signed 'Kisling' (upper right),oil on canvas,80,129.3,Painted in 1928,"
    Galerie de l'Elysée (Alex Maguy), Paris.
    
    Mitsukoshi Department Store, Tokyo.
    
    Acquired from the above by the present owner,
    
     circa
    
    1971.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0327_000(moise_kisling_nu_allonge_sur_un_canape_bleu).jpg?w=400
370,Alexej von Jawlensky,Mystischer Kopf: Damenbildnis I,1864,1941,"USD 175,000","USD 120,000 - USD 180,000",signed with initials 'A.J' (lower left),oil on cardboard laid down on board,29,19.7,Painted   circa  1917,"
    Galerie Krugier et Cie., Geneva (by 1963).
    
    Selected Artist's Galleries, Inc., New York.
    
    Private collection, New York; sale, Christie's, London, 1 December 1967, lot 56.
    
    Acquired at the above sale by the family of the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0370_000(alexej_von_jawlensky_mystischer_kopf_damenbildnis_i).jpg?w=400
409,Jean (Hans) Arp,Fleur de rêve au museau,1886,1966,"USD 150,000","USD 60,000 - USD 80,000",N.A.,polished bronze,31.8,N.A.,Conceived and cast in 1954,"
    Kovler Gallery, Chicago.
    
    Acquired from the above by the family of the present owner, August 1970.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0409_000(jean_arp_fleur_de_reve_au_museau).jpg?w=400
389,Karl Geiser,Studie zum David,1898,1957,"USD 8,750","USD 5,000 - USD 8,000",N.A.,numbered and stamped with foundry mark '2/5 M. PASTORI GENÈVE CIRE PERDUE ' and with Nachlass stamp (on the top of the base),77.5,N.A.,Conceived   circa  1944; this bronze version cast by the estate of the artist,"
    Estate of the artist.
    
    Galerie Alex Vömel, Dusseldorf.
    
    Anon. sale, Sotheby's, Zurich, 8 December 1999, lot 138.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0389_000(karl_geiser_studie_zum_david).jpg?w=400
366,Diego Giacometti,"Grande table torsade, modèle carré",1902,1985,"USD 125,000","USD 120,000 - USD 180,000",N.A.,bronze with dark brown and green patina,83.2,63.4,Conceived   circa  1965,"
    Josephine Howell Decoration, Inc., New York.
    
    Acquired from the above by the present owner, June 1968.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0366_000(diego_giacometti_grande_table_torsade_modele_carre).jpg?w=400
331,Aristide Maillol,Nymphe assise,1861,1944,"USD 81,250","USD 35,000 - USD 45,000",signed with monogram (on the top of the base); numbered and inscribed with foundry mark '6/6 Alexis.Rudier. Fondeur Paris.' (on the side of the base),bronze with green and brown patina,24.2,23.1,Conceived in 1902; this bronze version cast before 1952,"
    Gallery Suzuki, Tokyo.
    
    Acquired from the above by the present owner, 1988.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0331_000(aristide_maillol_nymphe_assise).jpg?w=400
448,Eugène Boudin,"Trouville, les jetées, marée haute",1824,1898,"USD 237,500","USD 100,000 - USD 150,000",signed 'E. Boudin.' (lower right),oil on panel,31.5,40.3,Painted   circa  1892-1896,"
    Comte de Trournemire, Toulouse; sale, Hôtel Drouot, Paris, 18 June 1924.
    
    Arthur Tooth & Sons, Ltd., London.
    
    Skinner collection, Bramham Hall, Bedfordshire; sale, Christie's, London, 30 June 1967, lot 86.
    
    Michael F. Drinkhouse, New York (acquired at the above sale);
    

    sale, Sotheby Parke Bernet, Inc., New York, 17 May 1978, lot 9.
    
    Linsay R. Thune.
    
    Private collection, Philadelphia;
    

    sale, Christie's, New York, 13 May 1980, lot 18.
    
    Ruth Pruitt Phillips, Montana (acquired at the above sale); Estate sale, Sotheby's, New York, 3 November 2005, lot 208.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0448_000(eugene_boudin_trouville_les_jetees_maree_haute).jpg?w=400
449,Albert Lebourg,Cour de ferme (Normandie),1849,1928,"USD 11,875","USD 8,000 - USD 12,000",signed 'a Lebourg' (lower right),oil on canvas,46.2,76,N.A.,"
    Anon. sale, Briest, Paris, 26 March 1990, lot 24.
    
    Anon. sale, Sotheby's, New York, 11 October 2011, lot 62.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0449_000(albert_lebourg_moulin_en_normandie).jpg?w=400
330,Pierre-Auguste Renoir,Femme nue assise,1841,1919,"USD 68,750","USD 40,000 - USD 60,000",N.A.,oil on canvas,19.6,16.7,Painted   circa  1900,"
    Ambroise Vollard, Paris (acquired from the artist by 1919).
    
    Eugène Blot, Paris
    
    Galerie Max Kaganovitch, Paris.
    
    Acquired from the above by the family of the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0330_000(pierre-auguste_renoir_femme_nue_assise).jpg?w=400
388,Gerhard Marcks,Hemdauszieher,1889,1981,"USD 5,625","USD 7,000 - USD 10,000",signed with monogram (on the top of the base); stamped with foundry mark and numbered 'RICH. BARTH BLN. MARIENDORF VII' (on the back of the base),bronze with brown and red patina,50.8,N.A.,Conceived in 1944; this bronze version cast by 1957.,"
    Fine Arts Associates (Otto M. Gerson), New York (1957).
    
    Etta E. Steinberg, St. Louis; Estate sale, Sotheby Parke Bernet, Inc., New York, 13 May 1977, lot 719.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0388_000(gerhard_marcks_hemdauszieher).jpg?w=400
408,Max Ernst,Ohne titel,1891,1976,"USD 75,000","USD 70,000 - USD 100,000",signed twice 'max ernst' (lower center and lower right),oil on board,9.4,34.3,Painted   circa  1956,"
    Private collection, New York.
    
    Gift from the above to the present owner,
    
     circa
    
    2000.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0408_000(max_ernst_ohne_titel).jpg?w=400
326,Georges Rouault,Pierrot (à la lune),1871,1958,"USD 137,500","USD 100,000 - USD 150,000",signed 'G Rouault' (lower right),oil on paper laid down on canvas,64.8,49.9,Painted in 1939,"
    The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London.
    
    Acquired from the above by the late owner, May 1999.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0326_000(georges_rouault_pierrot).jpg?w=400
424,Pierre-Auguste Renoir,La maison de la poste à Cagnes,1841,1919,"USD 456,500","USD 250,000 - USD 350,000",signed 'Renoir.' (lower left),oil on canvas,32,46.3,Painted   circa  1907,"
    Galerie Durand-Ruel et Cie., Paris (acquired from the artist, August 1908).
    
    Dr. Albert C. Barnes, Merion, Pennsylvania (acquired from the above, March 1914).
    
    Nelle M. Mullen, Merion, Pennsylvania (acquired from the above,
    
     circa
    
    1925); Estate sale, Samuel T. Freeman & Co., Philadelphia, 15 November 1967, lot 14.
    
    Jane du Pont Lunger, Greenville, Delaware (acquired at the above sale).
    
    The Delaware Art Museum (gift from the above); sale, Christie's, New York, 5 May 2004, lot 231.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0424_000(pierre-auguste_renoir_la_maison_de_la_poste_a_cagnes).jpg?w=400
473,Barbara Hepworth,Idol,1903,1975,"USD 225,000","USD 180,000 - USD 250,000","signed, dated and numbered 'Barbara Hepworth 1956 CAST 1971 5/9' (on the front of the base); inscribed with foundry mark 'Morris Singers Founders London' (on the back of the base)",polished bronze,77.1,N.A.,Conceived in 1956; this bronze version cast in 1971,"
    Marlborough Gallery, Inc., New York.
    
    Acquired from the above by the family of the present owner, August 1974.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0473_000(barbara_hepworth_idol).jpg?w=400
445,Camille Pissarro,Verger à Saint-Ouen-l'Aumône en hiver,1830,1903,"USD 1,152,500","USD 700,000 - USD 1,000,000",signed and dated 'C.Pissarro.1877' (lower right),oil on canvas,46.7,55.9,Painted in 1877,"
    Eugène Leroux, Paris (acquired from the artist,
    
     circa
    
    1877).
    
    Galerie Durand-Ruel et Cie., Paris (acquired from the above, May 1899).
    
    Paul Durand-Ruel, Paris.
    
    Durand-Ruel Galleries, New York (until 1935).
    
    Maurice Coutot, Paris; sale, Drouot-Montaigne, Paris, 21 November 1987, lot 379.
    
    Alain Delon, Paris; sale, Christie's, London, 2 April 1990, lot 17.
    
    Galerie Urban, Paris (acquired at the above sale and until 1993).
    
    Anon. sale, Phillips, New York, 11 May 2000, lot 5.
    
    Anon. (acquired at the above sale); sale, Christie's, New York, 7 November 2001, lot 114.
    
    Private collection, Connecticut (acquired at the above sale); sale, Christie's, New York, 5 May 2010, lot 329.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0445_000(camille_pissarro_verger_a_saint-ouen-laumone_en_hiver).jpg?w=400
500,Henri Martin,Le port de Marseille,1860,1943,"USD 275,000","USD 180,000 - USD 250,000",signed 'Henri Martin' (lower right),oil on canvas,70,74,Painted in 1918-1922,"
    Private collection, Paris.
    
    Dr. Jacob Goldbloom, Pennsylvania.
    
    Hammer Galleries, New York.
    
    Art Circle 74, New York.
    
    Hammer Galleries, New York.
    
    Acquired from the above by the family of the present owner, January 1977.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0500_000(henri_martin_le_port_de_marseille).jpg?w=400
384,Maximilien Luce,La baignade à Bessy,1858,1941,"USD 6,875","USD 10,000 - USD 15,000",signed 'Luce' (lower left); dated and titled '1908 La baignade à Bessy-sur-Cure Yonne' (on the stretcher),oil on canvas,41.3,33.4,Painted in 1908,"
    Anon. sale, Parke-Bernet Galleries, Inc., New York, 8 April 1964, lot 62.
    
    Anon. sale, Sotheby's, New York, 21 February 1990, lot 20A.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0384_000(maximilien_luce_la_baignade_a_bessy).jpg?w=400
412,Pablo Picasso,Nature morte à l'oiseau en cage,1881,1973,"USD 1,092,500","USD 1,000,000 - USD 1,500,000",N.A.,dated '22.3.47.' (on the reverse),59.9,72.7,Painted on 22 March 1947,"
    Estate of the artist.
    
    Maya Widmaier-Picasso, Paris (by descent from the above).
    
    Thomas Ammann Fine Art, Zurich.
    
    Private collection (
    
     circa
    
    1982); sale, Sotheby's, London, 24 March 1999, lot 36.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0412_000(pablo_picasso_nature_morte_a_loiseau_en_cage).jpg?w=400
392,Louis Marcoussis,Nature morte,1878,1941,"USD 56,250","USD 40,000 - USD 60,000",signed 'marcoussis' (lower left),oil on board laid down on cradled panel,31.8,74.6,N.A.,"
    Edgardo Acosta Gallery, Beverly Hills.
    
    Private collection, Montecito, California; sale, Christie's, New York, 13 May 1992, lot 236.
    
    Private collection, New York (acquired at the above sale).
    
    Margo Pollins Schab, Inc., New York.
    
    Acquired from the above by the late owner, October 1998.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0392_000(louis_marcoussis_nature_morte).jpg?w=400
404,Jean (Hans) Arp,Seuil,1886,1966,"USD 81,250","USD 70,000 - USD 100,000",N.A.,brass,127.7,N.A.,Conceived and executed in 1960,"
    Jacques Polieri, Paris.
    
    Anon. sale, Hôtel Drouot, Paris, 17 June 1985, lot 66.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0404_000(jean_arp_seuil).jpg?w=400
541,Jean Dufy,Femme assise au chat blanc,1888,1964,"USD 43,750","USD 35,000 - USD 45,000",signed and dated 'Jean Dufy 26' (lower right),oil on canvas,73.1,60.2,Painted in 1926,"
    Anon. sale, Sotheby's, New York, 15 February 1991, lot 52.
    
    Private collection, New York (acquired at the above sale).
    
    Acquired from the above by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0541_000(jean_dufy_femme_assise_au_chat_blanc).jpg?w=400
453,Carlos Nadal,Soutine chez l'amateur,1917,1998,"USD 20,000","USD 20,000 - USD 30,000","signed 'cNadal' (lower right); signed again, dated and titled 'cNadal 1992 Soutine chez l'amateur' (on the reverse)",oil on canvas,60,73.4,Painted in 1992,"
    The Bruton Street Gallery, London.
    
    Private collection, Texas (acquired from the above, 1996); sale, Christie's, New York, 14 February 2008, lot 105.
    
    Acquired at the above sale by the late owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0453_000(carlos_nadal_soutine_chez_lamateur).jpg?w=400
516,Henri Le Sidaner,Barques blanches au clair de lune,1862,1939,"USD 81,250","USD 80,000 - USD 120,000",signed 'Le Sidaner' (lower left),oil on canvas,58,69,Painted in Villefranche-sur-Mer in 1927,"
    Galerie Georges Petit, Paris.
    
    Private collection, France.
    
    Galerie Bailly, Paris; sale, Sotheby's, London, 3 December 1986, lot 201.
    
    Anon. (acquired at the above sale); sale, Sotheby's, London, 6 February 2001, lot 122.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0516_000(henri_le_sidaner_barques_blanches_au_clair_de_lune).jpg?w=400
306,Rembrandt Bugatti,"Dix minutes de repos
    
     ou
    
    Le grand fardier",1884,1916,"USD 1,152,500","USD 800,000 - USD 1,200,000",signed and stamped with foundry mark 'R Bugatti A.A. HÉBRARD CIRE PERDUE' (on the back of the chariot),bronze with brown patina,40,260,Conceived in 1905 and cast in 1906; unique,"
    Ettore Bugatti, Molsheim, Alsace (acquired from A.A. Hébrard, June 1920).
    
    Roland Bugatti, Paris (by descent from the above).
    
    Anon. sale, Champin and Lombrail, Enghien, 26 October 1980, lot 76.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0306_000(rembrandt_bugatti_dix_minutes_de_repos_ou_le_grand_fardier).jpg?w=400
490,Jules Pascin,Hermine au fume-cigarette,1885,1930,"USD 47,500","USD 40,000 - USD 60,000",signed 'pascin' (lower left) and with Estate stamp (lower right),oil on canvas,51.7,43,Painted in 1916,"
    Maison Bernard, Galería de Arte S.R.L., Caracas.
    
    Acquired from the above by the present owner, March 1979.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0490_000(jules_pascin_hermine_au_fume-cigarette).jpg?w=400
310,Léonard Tsuguharu Foujita,Fleurs et papillons,1886,1968,"USD 275,000","USD 180,000 - USD 250,000",signed 'Foujita' and signed again in Japanese (lower left),oil and gold leaf on canvas,46.2,65,Executed in 1922,"
    Oscar Fischer, Antwerp and Tel Aviv (by 1929).
    
    Acquired from the above by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0310_000(leonard_tsuguharu_foujita_fleurs_et_papillons).jpg?w=400
486,Mordecai Ardon,Sunken Caesarea,1896,1992,"USD 87,500","USD 100,000 - USD 150,000",signed and dated 'Ardon 60' (upper right); signed and dated again and titled 'Ardon 1960 <b>  ? </b> SUNKEN CAESAREA''' (on the stretcher),oil on canvas,65,54,Painted in 1960,"
    Dr. Alexander, Munich (by 1974).
    
    Anon. sale, Sotheby's, London, 22 October 1986, lot 298.
    
    Acquired at the above sale by the present owner.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0486_000(mordecai_ardon_sunken_caesarea).jpg?w=400
469,Henry Moore,Mother and Child: Gothic,1898,1986,"USD 31,250","USD 30,000 - USD 50,000",signed and numbered 'Moore 9/9' (on the back),bronze with brown and green patina,19.4,N.A.,Conceived in 1975,"
    Lillian Heidenberg Gallery, New York.
    
    Acquired from the above by the late owners, December 1982.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0469_000(henry_moore_mother_and_child_gothic).jpg?w=400
347,Albert Marquet,"Quai du Louvre, soleil pâle",1875,1947,"USD 396,500","USD 200,000 - USD 300,000",signed ‘marquet’ (lower right),oil on canvas,49.8,61,Painted in 1906,"
    Galerie Druet, Paris (acquired from the artist).
    
    Dr. T. Keller, Paris (acquired from the above, February 1907).
    
    Galerie Druet, Paris (acquired from the above).
    
    Olivier Senn, Le Havre (acquired from the above, November 1909).
    
    Private collection, France (by descent from the above).
    
    Galerie Schmit, Paris.
    
    Acquired by the family of the present owners, 1973.
   ",https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0347_000(albert_marquet_quai_du_louvre_soleil_pale).jpg?w=400
